Time,pro,kon
1614691837.830817,0,0
1614691838.0379684,0,0
1614691838.2450027,0,0
1614691838.4513323,0,0
1614691838.6582875,0,0
1614691838.8653417,0,0
1614691839.0741842,0,0
1614691839.282604,0,0
1614691839.4910738,0,0
1614691839.6980696,0,0
1614691839.9044514,0,0
1614691840.1125991,0,0
1614691840.3211746,0,0
1614691840.5285382,0,0
1614691840.7324555,0,0
1614691840.9372396,0,0
1614691841.1411376,0,0
1614691841.3483615,0,0
1614691841.5555015,0,0
1614691841.762684,0,0
1614691841.9693294,0,0
1614691842.1753643,0,0
1614691842.3848536,0,0
1614691842.5889874,0,0
1614691842.7938588,0,0
1614691842.9990668,0,0
1614691843.2032418,0,0
1614691843.4078846,0,0
1614691843.611934,0,0
1614691843.8160043,0,0
1614691844.0198822,0,0
1614691844.2278214,0,0
1614691844.4352057,0,0
1614691844.642848,0,0
1614691844.850546,0,0
1614691845.058155,0,0
1614691845.265888,0,0
1614691845.4746897,0,0
1614691845.6819587,0,0
1614691845.889127,0,0
1614691846.096265,0,0
1614691846.3029304,0,0
1614691846.50927,0,0
1614691846.715797,0,0
1614691846.922807,0,0
1614691847.1301756,0,0
1614691847.3342257,0,0
1614691847.538543,0,0
1614691847.7426531,0,0
1614691847.9516141,0,0
1614691848.1558855,0,0
1614691848.3603392,0,0
1614691848.5645657,0,0
1614691848.7689378,0,0
1614691848.973572,0,0
1614691849.1783633,0,0
1614691849.382744,0,0
1614691849.5870833,0,0
1614691849.791594,0,0
1614691849.9959319,0,0
1614691850.2002392,0,0
1614691850.4046762,0,0
1614691850.6090806,0,0
1614691850.8138747,0,0
1614691851.0190985,50,0
1614691851.2232172,50,0
1614691851.4275517,50,0
1614691851.6339695,50,0
1614691851.8382285,50,0
1614691852.042132,50,0
1614691852.246808,50,0
1614691852.4508853,50,0
1614691852.6592596,50,0
1614691852.8633196,50,0
1614691853.0676284,50,0
1614691853.27158,50,0
1614691853.4788892,50,0
1614691853.685444,50,0
1614691853.8928258,50,0
1614691854.100846,50,0
1614691854.308542,50,0
1614691854.515715,50,0
1614691854.7228947,50,0
1614691854.9309127,50,0
1614691855.137599,50,0
1614691855.3439627,50,0
1614691855.5511894,50,0
1614691855.7577448,50,0
1614691855.9642282,50,0
1614691856.1706705,50,0
1614691856.3767138,50,0
1614691856.583886,50,0
1614691856.791076,50,0
1614691856.9976563,50,0
1614691857.2049177,50,0
1614691857.4128587,50,0
1614691857.620635,50,0
1614691857.8246377,50,0
1614691858.0289638,50,0
1614691858.2329967,50,0
1614691858.4403627,50,0
1614691858.644512,50,0
1614691858.8489003,50,0
1614691859.052921,50,0
1614691859.2593164,50,0
1614691859.465966,50,0
1614691859.6725137,50,0
1614691859.8792722,50,0
1614691860.08634,50,0
1614691860.292524,50,0
1614691860.4966629,50,0
1614691860.7006662,50,0
1614691860.90486,50,0
1614691861.1090567,50,0
1614691861.316551,50,0
1614691861.520886,50,0
1614691861.725371,50,0
1614691861.9294343,50,0
1614691862.1373506,50,0
1614691862.3415778,50,0
1614691862.5457325,50,0
1614691862.7499185,50,0
1614691862.957553,50,0
1614691863.164959,50,0
1614691863.3693905,50,0
1614691863.5733697,50,0
1614691863.7775493,50,0
1614691863.9840655,50,0
1614691864.1916373,50,0
1614691864.3995485,50,0
1614691864.605989,50,0
1614691864.8098068,50,0
1614691865.0136597,50,0
1614691865.2177093,50,0
1614691865.4245648,50,0
1614691865.6320496,50,0
1614691865.8362725,50,0
1614691866.040245,50,0
1614691866.244164,50,0
1614691866.4514453,50,0
1614691866.6588223,50,0
1614691866.86528,50,0
1614691867.0727077,50,0
1614691867.2803278,50,0
1614691867.4876223,50,0
1614691867.69489,50,0
1614691867.9024441,50,0
1614691868.111225,50,0
1614691868.3197408,50,0
1614691868.5281034,50,0
1614691868.732144,50,0
1614691868.936246,50,0
1614691869.1405635,50,0
1614691869.347529,50,0
1614691869.5548127,50,0
1614691869.7615967,50,0
1614691869.9658237,50,0
1614691870.1699457,50,0
1614691870.3740208,50,0
1614691870.5808337,50,0
1614691870.7877648,50,0
1614691870.9919646,50,0
1614691871.1965368,50,0
1614691871.4003437,50,0
1614691871.6069965,50,0
1614691871.8142292,50,0
1614691872.0215666,50,0
1614691872.2288492,50,0
1614691872.4359357,50,0
1614691872.6403236,50,0
1614691872.8445253,50,0
1614691873.0487394,50,0
1614691873.2576919,50,0
1614691873.4628217,50,0
1614691873.6673827,50,0
1614691873.8718472,50,0
1614691874.0766175,50,0
1614691874.2811925,50,0
1614691874.485931,50,0
1614691874.6909373,50,0
1614691874.895537,50,0
1614691875.1002522,50,0
1614691875.3045728,50,0
1614691875.5090315,50,0
1614691875.7129984,50,0
1614691875.9172366,50,0
1614691876.121893,50,0
1614691876.3266077,0,0
1614691876.5307336,0,0
1614691876.7349095,0,0
1614691876.942786,0,0
1614691877.1510942,0,0
1614691877.3578207,0,0
1614691877.565126,0,0
1614691877.7724078,0,0
1614691877.9800315,0,0
1614691878.1865633,0,0
1614691878.3931491,0,0
1614691878.5999231,0,0
1614691878.807377,0,0
1614691879.0148966,0,0
1614691879.2188935,0,0
1614691879.4231734,0,0
1614691879.6275065,0,0
1614691879.8340042,0,0
1614691880.041386,0,0
1614691880.2487829,0,0
1614691880.455939,0,0
1614691880.663091,0,0
1614691880.870669,0,0
1614691881.0781894,0,0
1614691881.2855473,0,0
1614691881.4928927,0,0
1614691881.6998196,0,0
1614691881.9062855,0,0
1614691882.1125185,0,0
1614691882.3198233,0,0
1614691882.5271053,0,0
1614691882.734394,0,0
1614691882.94164,0,0
1614691883.1483002,0,0
1614691883.354003,0,0
1614691883.5584953,0,0
1614691883.7635431,0,0
1614691883.9680345,0,0
1614691884.1748645,0,0
1614691884.3817177,0,0
1614691884.5883234,0,0
1614691884.7956924,0,0
1614691885.0024302,0,0
1614691885.2093396,0,0
1614691885.4167876,0,0
1614691885.6238253,0,0
1614691885.831587,0,0
1614691886.039026,0,0
1614691886.2465103,0,0
1614691886.4505959,0,0
1614691886.654639,0,0
1614691886.8588693,0,0
1614691887.0678315,0,0
1614691887.2718356,0,0
1614691887.475989,0,0
1614691887.6800969,0,0
1614691887.8875716,0,0
1614691888.0947275,0,0
1614691888.3030503,0,0
1614691888.5096972,0,0
1614691888.7173347,0,0
1614691888.9248297,0,0
1614691889.1315415,0,0
1614691889.3382993,0,0
1614691889.5449538,0,0
1614691889.7528877,0,0
1614691889.960329,0,0
1614691890.1686704,0,0
1614691890.3760371,0,0
1614691890.5831504,0,0
1614691890.7920136,0,0
1614691891.0001671,0,0
1614691891.2041817,0,0
1614691891.40841,0,0
1614691891.6125772,0,0
1614691891.819325,0,0
1614691892.0237038,0,0
1614691892.2281868,0,0
1614691892.4324331,0,0
1614691892.6367233,0,0
1614691892.8410609,0,0
1614691893.045335,0,0
1614691893.2505238,0,0
1614691893.4553342,0,0
1614691893.6597433,0,0
1614691893.8643022,0,0
1614691894.0687132,0,0
1614691894.2729492,0,0
1614691894.4774187,0,0
1614691894.6821277,0,0
1614691894.886421,0,0
1614691895.0905094,0,0
1614691895.2945843,0,0
1614691895.5013113,0,0
1614691895.7087355,0,0
1614691895.9153469,0,0
1614691896.1232736,0,0
1614691896.3306005,0,0
1614691896.5380573,0,0
1614691896.7451553,0,0
1614691896.9524322,0,0
1614691897.159703,0,0
1614691897.3669143,0,0
1614691897.5743074,0,0
1614691897.7837563,0,0
1614691897.990054,0,0
1614691898.1982229,0,0
1614691898.4031782,0,0
1614691898.60796,0,0
1614691898.8121715,0,0
1614691899.0203578,0,0
1614691899.2278247,0,0
1614691899.432463,0,0
1614691899.6364412,0,0
1614691899.8406348,0,0
1614691900.04601,0,0
1614691900.2531266,0,0
1614691900.4573321,0,0
1614691900.6614556,0,0
1614691900.8661318,0,0
1614691901.0721893,0,0
1614691901.2765336,0,0
1614691901.4805908,0,0
1614691901.6846552,0,0
1614691901.8926637,0,0
1614691902.1004405,0,0
1614691902.308925,0,0
1614691902.515469,0,0
1614691902.7226415,0,0
1614691902.930446,0,0
1614691903.134725,0,0
1614691903.3406122,0,0
1614691903.544928,0,0
1614691903.7519965,0,0
1614691903.9609134,0,0
1614691904.1680331,0,0
1614691904.37521,0,0
1614691904.582848,0,0
1614691904.79083,0,0
1614691904.9986286,0,0
1614691905.2059617,0,0
1614691905.4130394,0,0
1614691905.6202533,0,0
1614691905.8266945,0,0
1614691906.0325284,0,0
1614691906.2400258,0,0
1614691906.4476738,0,0
1614691906.6530995,0,0
1614691906.8572242,0,0
1614691907.0611727,0,0
1614691907.2688427,0,0
1614691907.473264,0,0
1614691907.677394,0,0
1614691907.8815203,0,0
1614691908.0859742,0,0
1614691908.2944942,0,0
1614691908.4988716,0,0
1614691908.703275,0,0
1614691908.9076345,0,0
1614691909.1125593,0,0
1614691909.3170972,0,0
1614691909.5237582,0,0
1614691909.7286785,0,0
1614691909.9328692,0,0
1614691910.1369123,0,0
1614691910.341655,0,0
1614691910.5473282,0,0
1614691910.7517698,0,0
1614691910.9557667,0,0
1614691911.159743,0,0
1614691911.3637536,0,0
1614691911.5685294,0,0
1614691911.7738845,0,0
1614691911.9804277,0,0
1614691912.1864104,0,0
1614691912.3938146,0,0
1614691912.6013222,0,0
1614691912.8089156,0,0
1614691913.0170965,0,0
1614691913.225104,0,0
1614691913.4297721,0,0
1614691913.6343393,0,0
1614691913.8386562,0,0
1614691914.0432417,0,0
1614691914.2479336,0,0
1614691914.4522681,0,0
1614691914.6574597,0,0
1614691914.8620641,0,0
1614691915.066916,0,0
1614691915.2716823,0,0
1614691915.476703,0,0
1614691915.6811604,0,0
1614691915.885675,0,0
